target,start,end,metricName,value
NS.BER.00.HHE.D,2020-01-02T04:36:40,2020-01-02T04:37:42,sample_snr,0.850605
NS.BER.00.HHN.D,2020-01-02T04:36:40,2020-01-02T04:37:42,sample_snr,1.19824
NS.BER.00.HHZ.D,2020-01-02T04:36:40,2020-01-02T04:37:42,sample_snr,0.9157
NS.BER.00.HHE.D,2020-01-02T11:38:59,2020-01-02T11:40:01,sample_snr,0.774679
NS.BER.00.HHN.D,2020-01-02T11:38:59,2020-01-02T11:40:01,sample_snr,0.764219
NS.BER.00.HHZ.D,2020-01-02T11:38:59,2020-01-02T11:40:01,sample_snr,0.745217
NS.BER.00.HHE.D,2020-01-02T18:35:13,2020-01-02T18:36:15,sample_snr,0.943749
NS.BER.00.HHN.D,2020-01-02T18:35:13,2020-01-02T18:36:15,sample_snr,0.680278
NS.BER.00.HHZ.D,2020-01-02T18:35:13,2020-01-02T18:36:15,sample_snr,0.974511
NS.BER.00.HHE.D,2020-01-03T15:40:23,2020-01-03T15:41:25,sample_snr,0.761258
NS.BER.00.HHN.D,2020-01-03T15:40:23,2020-01-03T15:41:25,sample_snr,0.762703
NS.BER.00.HHZ.D,2020-01-03T15:40:23,2020-01-03T15:41:25,sample_snr,1.12057
NS.BER.00.HHE.D,2020-01-05T04:52:20,2020-01-05T04:53:22,sample_snr,0.8839
NS.BER.00.HHN.D,2020-01-05T04:52:20,2020-01-05T04:53:22,sample_snr,1.03643
NS.BER.00.HHZ.D,2020-01-05T04:52:20,2020-01-05T04:53:22,sample_snr,1.27166
NS.BER.00.HHE.D,2020-01-06T01:39:13,2020-01-06T01:40:15,sample_snr,1.21506
NS.BER.00.HHN.D,2020-01-06T01:39:13,2020-01-06T01:40:15,sample_snr,1.14601
NS.BER.00.HHZ.D,2020-01-06T01:39:13,2020-01-06T01:40:15,sample_snr,1.03209
NS.BER.00.HHE.D,2020-01-06T10:42:33,2020-01-06T10:43:35,sample_snr,1.4686
NS.BER.00.HHN.D,2020-01-06T10:42:33,2020-01-06T10:43:35,sample_snr,0.941001
NS.BER.00.HHZ.D,2020-01-06T10:42:33,2020-01-06T10:43:35,sample_snr,1.41845
NS.BER.00.HHE.D,2020-01-07T06:17:40,2020-01-07T06:18:42,sample_snr,1.20881
NS.BER.00.HHN.D,2020-01-07T06:17:40,2020-01-07T06:18:42,sample_snr,0.982806
NS.BER.00.HHZ.D,2020-01-07T06:17:40,2020-01-07T06:18:42,sample_snr,0.915898
NS.BER.00.HHE.D,2020-01-07T08:34:39,2020-01-07T08:35:41,sample_snr,1.12975
NS.BER.00.HHN.D,2020-01-07T08:34:39,2020-01-07T08:35:41,sample_snr,0.995807
NS.BER.00.HHZ.D,2020-01-07T08:34:39,2020-01-07T08:35:41,sample_snr,1.03957
NS.BER.00.HHE.D,2020-01-07T08:44:15,2020-01-07T08:45:17,sample_snr,1.07262
NS.BER.00.HHN.D,2020-01-07T08:44:15,2020-01-07T08:45:17,sample_snr,0.983036
NS.BER.00.HHZ.D,2020-01-07T08:44:15,2020-01-07T08:45:17,sample_snr,1.41468
NS.BER.00.HHE.D,2020-01-07T11:28:56,2020-01-07T11:29:58,sample_snr,0.553583
NS.BER.00.HHN.D,2020-01-07T11:28:56,2020-01-07T11:29:58,sample_snr,1.09566
NS.BER.00.HHZ.D,2020-01-07T11:28:56,2020-01-07T11:29:58,sample_snr,0.419283
NS.BER.00.HHE.D,2020-01-07T19:26:01,2020-01-07T19:27:03,sample_snr,0.519815
NS.BER.00.HHN.D,2020-01-07T19:26:01,2020-01-07T19:27:03,sample_snr,0.549117
NS.BER.00.HHZ.D,2020-01-07T19:26:01,2020-01-07T19:27:03,sample_snr,0.973343
NS.BER.00.HHE.D,2020-01-08T07:47:00,2020-01-08T07:48:02,sample_snr,1.1947
NS.BER.00.HHN.D,2020-01-08T07:47:00,2020-01-08T07:48:02,sample_snr,0.804706
NS.BER.00.HHZ.D,2020-01-08T07:47:00,2020-01-08T07:48:02,sample_snr,0.91108
NS.BER.00.HHE.D,2020-01-09T08:47:21,2020-01-09T08:48:23,sample_snr,1.07495
NS.BER.00.HHN.D,2020-01-09T08:47:21,2020-01-09T08:48:23,sample_snr,0.971246
NS.BER.00.HHZ.D,2020-01-09T08:47:21,2020-01-09T08:48:23,sample_snr,1.07702
NS.BER.00.HHE.D,2020-01-10T15:33:19,2020-01-10T15:34:21,sample_snr,0.878877
NS.BER.00.HHN.D,2020-01-10T15:33:19,2020-01-10T15:34:21,sample_snr,0.977685
NS.BER.00.HHZ.D,2020-01-10T15:33:19,2020-01-10T15:34:21,sample_snr,0.850275
NS.BER.00.HHE.D,2020-01-11T13:05:00,2020-01-11T13:06:02,sample_snr,0.582325
NS.BER.00.HHN.D,2020-01-11T13:05:00,2020-01-11T13:06:02,sample_snr,1.22897
NS.BER.00.HHZ.D,2020-01-11T13:05:00,2020-01-11T13:06:02,sample_snr,1.04048
NS.BER.00.HHE.D,2020-01-12T02:41:20,2020-01-12T02:42:22,sample_snr,0.846146
NS.BER.00.HHN.D,2020-01-12T02:41:20,2020-01-12T02:42:22,sample_snr,1.13605
NS.BER.00.HHZ.D,2020-01-12T02:41:20,2020-01-12T02:42:22,sample_snr,0.822161
NS.BER.00.HHE.D,2020-01-15T08:09:41,2020-01-15T08:10:43,sample_snr,0.64937
NS.BER.00.HHN.D,2020-01-15T08:09:41,2020-01-15T08:10:43,sample_snr,0.762815
NS.BER.00.HHZ.D,2020-01-15T08:09:41,2020-01-15T08:10:43,sample_snr,0.811142
NS.BER.00.HHE.D,2020-01-16T10:08:13,2020-01-16T10:09:15,sample_snr,1.06759
NS.BER.00.HHN.D,2020-01-16T10:08:13,2020-01-16T10:09:15,sample_snr,1.32703
NS.BER.00.HHZ.D,2020-01-16T10:08:13,2020-01-16T10:09:15,sample_snr,1.38442
NS.BER.00.HHE.D,2020-01-17T06:48:55,2020-01-17T06:49:57,sample_snr,1.07699
NS.BER.00.HHN.D,2020-01-17T06:48:55,2020-01-17T06:49:57,sample_snr,0.82324
NS.BER.00.HHZ.D,2020-01-17T06:48:55,2020-01-17T06:49:57,sample_snr,0.780862
NS.BER.00.HHE.D,2020-01-18T16:52:19,2020-01-18T16:53:21,sample_snr,1.14201
NS.BER.00.HHN.D,2020-01-18T16:52:19,2020-01-18T16:53:21,sample_snr,1.76207
NS.BER.00.HHZ.D,2020-01-18T16:52:19,2020-01-18T16:53:21,sample_snr,1.03138
NS.BER.00.HHE.D,2020-01-19T13:36:01,2020-01-19T13:37:03,sample_snr,1.11858
NS.BER.00.HHN.D,2020-01-19T13:36:01,2020-01-19T13:37:03,sample_snr,0.872757
NS.BER.00.HHZ.D,2020-01-19T13:36:01,2020-01-19T13:37:03,sample_snr,1.15387
NS.BER.00.HHE.D,2020-01-19T17:11:36,2020-01-19T17:12:38,sample_snr,1.24897
NS.BER.00.HHN.D,2020-01-19T17:11:36,2020-01-19T17:12:38,sample_snr,1.40527
NS.BER.00.HHZ.D,2020-01-19T17:11:36,2020-01-19T17:12:38,sample_snr,1.02497
NS.BER.00.HHE.D,2020-01-20T07:06:19,2020-01-20T07:07:21,sample_snr,2.50274
NS.BER.00.HHN.D,2020-01-20T07:06:19,2020-01-20T07:07:21,sample_snr,1.16593
NS.BER.00.HHZ.D,2020-01-20T07:06:19,2020-01-20T07:07:21,sample_snr,1.11748
NS.BER.00.HHE.D,2020-01-22T01:13:14,2020-01-22T01:14:16,sample_snr,1.01323
NS.BER.00.HHN.D,2020-01-22T01:13:14,2020-01-22T01:14:16,sample_snr,0.768909
NS.BER.00.HHZ.D,2020-01-22T01:13:14,2020-01-22T01:14:16,sample_snr,0.637904
NS.BER.00.HHE.D,2020-01-22T11:14:04,2020-01-22T11:15:06,sample_snr,0.640052
NS.BER.00.HHN.D,2020-01-22T11:14:04,2020-01-22T11:15:06,sample_snr,1.62586
NS.BER.00.HHZ.D,2020-01-22T11:14:04,2020-01-22T11:15:06,sample_snr,0.909034
NS.BER.00.HHE.D,2020-01-22T18:48:59,2020-01-22T18:50:01,sample_snr,0.714754
NS.BER.00.HHN.D,2020-01-22T18:48:59,2020-01-22T18:50:01,sample_snr,0.739176
NS.BER.00.HHZ.D,2020-01-22T18:48:59,2020-01-22T18:50:01,sample_snr,1.11536
NS.BER.00.HHE.D,2020-01-22T19:27:14,2020-01-22T19:28:16,sample_snr,0.887
NS.BER.00.HHN.D,2020-01-22T19:27:14,2020-01-22T19:28:16,sample_snr,0.977927
NS.BER.00.HHZ.D,2020-01-22T19:27:14,2020-01-22T19:28:16,sample_snr,0.728235
NS.BER.00.HHE.D,2020-01-23T06:03:28,2020-01-23T06:04:30,sample_snr,1.01667
NS.BER.00.HHN.D,2020-01-23T06:03:28,2020-01-23T06:04:30,sample_snr,0.860998
NS.BER.00.HHZ.D,2020-01-23T06:03:28,2020-01-23T06:04:30,sample_snr,1.44071
NS.BER.00.HHE.D,2020-01-23T21:23:59,2020-01-23T21:25:01,sample_snr,0.967268
NS.BER.00.HHN.D,2020-01-23T21:23:59,2020-01-23T21:25:01,sample_snr,0.851931
NS.BER.00.HHZ.D,2020-01-23T21:23:59,2020-01-23T21:25:01,sample_snr,1.03224
NS.BER.00.HHE.D,2020-01-24T07:17:02,2020-01-24T07:18:04,sample_snr,0.966769
NS.BER.00.HHN.D,2020-01-24T07:17:02,2020-01-24T07:18:04,sample_snr,1.0059
NS.BER.00.HHZ.D,2020-01-24T07:17:02,2020-01-24T07:18:04,sample_snr,1.3772
NS.BER.00.HHE.D,2020-01-24T18:00:55,2020-01-24T18:01:57,sample_snr,0.831899
NS.BER.00.HHN.D,2020-01-24T18:00:55,2020-01-24T18:01:57,sample_snr,0.668592
NS.BER.00.HHZ.D,2020-01-24T18:00:55,2020-01-24T18:01:57,sample_snr,1.3075
NS.BER.00.HHE.D,2020-01-26T04:07:49,2020-01-26T04:08:51,sample_snr,1.10011
NS.BER.00.HHN.D,2020-01-26T04:07:49,2020-01-26T04:08:51,sample_snr,1.56188
NS.BER.00.HHZ.D,2020-01-26T04:07:49,2020-01-26T04:08:51,sample_snr,1.48554
NS.BER.00.HHE.D,2020-01-26T06:42:25,2020-01-26T06:43:27,sample_snr,1.26801
NS.BER.00.HHN.D,2020-01-26T06:42:25,2020-01-26T06:43:27,sample_snr,0.595535
NS.BER.00.HHZ.D,2020-01-26T06:42:25,2020-01-26T06:43:27,sample_snr,0.75829
NS.BER.00.HHE.D,2020-01-26T09:22:36,2020-01-26T09:23:38,sample_snr,0.791155
NS.BER.00.HHN.D,2020-01-26T09:22:36,2020-01-26T09:23:38,sample_snr,1.4607
NS.BER.00.HHZ.D,2020-01-26T09:22:36,2020-01-26T09:23:38,sample_snr,0.908789
NS.BER.00.HHE.D,2020-01-26T22:44:06,2020-01-26T22:45:08,sample_snr,1.23587
NS.BER.00.HHN.D,2020-01-26T22:44:06,2020-01-26T22:45:08,sample_snr,0.450914
NS.BER.00.HHZ.D,2020-01-26T22:44:06,2020-01-26T22:45:08,sample_snr,1.18852
NS.BER.00.HHE.D,2020-01-27T05:17:11,2020-01-27T05:18:13,sample_snr,2.25308
NS.BER.00.HHN.D,2020-01-27T05:17:11,2020-01-27T05:18:13,sample_snr,1.40343
NS.BER.00.HHZ.D,2020-01-27T05:17:11,2020-01-27T05:18:13,sample_snr,1.49162
NS.BER.00.HHE.D,2020-01-28T15:44:03,2020-01-28T15:45:05,sample_snr,0.853258
NS.BER.00.HHN.D,2020-01-28T15:44:03,2020-01-28T15:45:05,sample_snr,0.975091
NS.BER.00.HHZ.D,2020-01-28T15:44:03,2020-01-28T15:45:05,sample_snr,0.852312
NS.BER.00.HHE.D,2020-01-28T18:30:44,2020-01-28T18:31:46,sample_snr,1.70536
NS.BER.00.HHN.D,2020-01-28T18:30:44,2020-01-28T18:31:46,sample_snr,1.13856
NS.BER.00.HHZ.D,2020-01-28T18:30:44,2020-01-28T18:31:46,sample_snr,0.978231
NS.BER.00.HHE.D,2020-01-28T19:21:06,2020-01-28T19:22:08,sample_snr,5.53488
NS.BER.00.HHN.D,2020-01-28T19:21:06,2020-01-28T19:22:08,sample_snr,2.00438
NS.BER.00.HHZ.D,2020-01-28T19:21:06,2020-01-28T19:22:08,sample_snr,8.81761
NS.BER.00.HHE.D,2020-01-28T22:06:07,2020-01-28T22:07:09,sample_snr,1.06888
NS.BER.00.HHN.D,2020-01-28T22:06:07,2020-01-28T22:07:09,sample_snr,1.01442
NS.BER.00.HHZ.D,2020-01-28T22:06:07,2020-01-28T22:07:09,sample_snr,1.1743
NS.BER.00.HHE.D,2020-01-29T14:04:53,2020-01-29T14:05:55,sample_snr,0.805023
NS.BER.00.HHN.D,2020-01-29T14:04:53,2020-01-29T14:05:55,sample_snr,0.885099
NS.BER.00.HHZ.D,2020-01-29T14:04:53,2020-01-29T14:05:55,sample_snr,0.850523
NS.BER.00.HHE.D,2020-01-30T00:00:25,2020-01-30T00:01:27,sample_snr,1.24489
NS.BER.00.HHN.D,2020-01-30T00:00:25,2020-01-30T00:01:27,sample_snr,0.798077
NS.BER.00.HHZ.D,2020-01-30T00:00:25,2020-01-30T00:01:27,sample_snr,0.712686
NS.BER.00.HHE.D,2020-01-30T01:33:35,2020-01-30T01:34:37,sample_snr,1.00324
NS.BER.00.HHN.D,2020-01-30T01:33:35,2020-01-30T01:34:37,sample_snr,1.10937
NS.BER.00.HHZ.D,2020-01-30T01:33:35,2020-01-30T01:34:37,sample_snr,0.915907
NS.BER.00.HHE.D,2020-01-30T11:27:06,2020-01-30T11:28:08,sample_snr,0.966747
NS.BER.00.HHN.D,2020-01-30T11:27:06,2020-01-30T11:28:08,sample_snr,0.865678
NS.BER.00.HHZ.D,2020-01-30T11:27:06,2020-01-30T11:28:08,sample_snr,1.03836
NS.BER.00.HHE.D,2020-01-30T22:53:19,2020-01-30T22:54:21,sample_snr,0.746389
NS.BER.00.HHN.D,2020-01-30T22:53:19,2020-01-30T22:54:21,sample_snr,1.15895
NS.BER.00.HHZ.D,2020-01-30T22:53:19,2020-01-30T22:54:21,sample_snr,0.790547
NS.BER.00.HHE.D,2020-01-31T14:09:02,2020-01-31T14:10:04,sample_snr,1.34855
NS.BER.00.HHN.D,2020-01-31T14:09:02,2020-01-31T14:10:04,sample_snr,0.50414
NS.BER.00.HHZ.D,2020-01-31T14:09:02,2020-01-31T14:10:04,sample_snr,1.06972
NS.BER.00.HHE.D,2020-02-02T03:44:33,2020-02-02T03:45:35,sample_snr,0.704756
NS.BER.00.HHN.D,2020-02-02T03:44:33,2020-02-02T03:45:35,sample_snr,1.19819
NS.BER.00.HHZ.D,2020-02-02T03:44:33,2020-02-02T03:45:35,sample_snr,1.05698
NS.BER.00.HHE.D,2020-02-05T12:36:37,2020-02-05T12:37:39,sample_snr,0.780103
NS.BER.00.HHN.D,2020-02-05T12:36:37,2020-02-05T12:37:39,sample_snr,0.984869
NS.BER.00.HHZ.D,2020-02-05T12:36:37,2020-02-05T12:37:39,sample_snr,1.08776
NS.BER.00.HHE.D,2020-02-05T18:25:06,2020-02-05T18:26:08,sample_snr,0.798657
NS.BER.00.HHN.D,2020-02-05T18:25:06,2020-02-05T18:26:08,sample_snr,1.21666
NS.BER.00.HHZ.D,2020-02-05T18:25:06,2020-02-05T18:26:08,sample_snr,1.12796
NS.BER.00.HHE.D,2020-02-06T13:53:18,2020-02-06T13:54:20,sample_snr,1.31663
NS.BER.00.HHN.D,2020-02-06T13:53:18,2020-02-06T13:54:20,sample_snr,1.82298
NS.BER.00.HHZ.D,2020-02-06T13:53:18,2020-02-06T13:54:20,sample_snr,1.10714
NS.BER.00.HHE.D,2020-02-07T19:08:18,2020-02-07T19:09:20,sample_snr,1.27952
NS.BER.00.HHN.D,2020-02-07T19:08:18,2020-02-07T19:09:20,sample_snr,1.00758
NS.BER.00.HHZ.D,2020-02-07T19:08:18,2020-02-07T19:09:20,sample_snr,0.793346
NS.BER.00.HHE.D,2020-02-08T06:50:37,2020-02-08T06:51:39,sample_snr,1.64065
NS.BER.00.HHN.D,2020-02-08T06:50:37,2020-02-08T06:51:39,sample_snr,1.34486
NS.BER.00.HHZ.D,2020-02-08T06:50:37,2020-02-08T06:51:39,sample_snr,2.29051
NS.BER.00.HHE.D,2020-02-08T14:47:52,2020-02-08T14:48:54,sample_snr,1.03886
NS.BER.00.HHN.D,2020-02-08T14:47:52,2020-02-08T14:48:54,sample_snr,0.681855
NS.BER.00.HHZ.D,2020-02-08T14:47:52,2020-02-08T14:48:54,sample_snr,0.837815
NS.BER.00.HHE.D,2020-02-09T06:19:07,2020-02-09T06:20:09,sample_snr,0.599022
NS.BER.00.HHN.D,2020-02-09T06:19:07,2020-02-09T06:20:09,sample_snr,0.560046
NS.BER.00.HHZ.D,2020-02-09T06:19:07,2020-02-09T06:20:09,sample_snr,0.559864
NS.BER.00.HHE.D,2020-02-09T09:55:59,2020-02-09T09:57:01,sample_snr,1.50272
NS.BER.00.HHN.D,2020-02-09T09:55:59,2020-02-09T09:57:01,sample_snr,1.04757
NS.BER.00.HHZ.D,2020-02-09T09:55:59,2020-02-09T09:57:01,sample_snr,1.05527
NS.BER.00.HHE.D,2020-02-13T10:44:09,2020-02-13T10:45:11,sample_snr,1.81772
NS.BER.00.HHN.D,2020-02-13T10:44:09,2020-02-13T10:45:11,sample_snr,2.62406
NS.BER.00.HHZ.D,2020-02-13T10:44:09,2020-02-13T10:45:11,sample_snr,4.78803
NS.BER.00.HHE.D,2020-02-14T06:18:30,2020-02-14T06:19:32,sample_snr,0.969475
NS.BER.00.HHN.D,2020-02-14T06:18:30,2020-02-14T06:19:32,sample_snr,0.667471
NS.BER.00.HHZ.D,2020-02-14T06:18:30,2020-02-14T06:19:32,sample_snr,0.987403
NS.BER.00.HHE.D,2020-02-15T09:55:05,2020-02-15T09:56:07,sample_snr,0.845364
NS.BER.00.HHN.D,2020-02-15T09:55:05,2020-02-15T09:56:07,sample_snr,0.905623
NS.BER.00.HHZ.D,2020-02-15T09:55:05,2020-02-15T09:56:07,sample_snr,0.997903
NS.BER.00.HHE.D,2020-02-15T23:14:25,2020-02-15T23:15:27,sample_snr,1.06416
NS.BER.00.HHN.D,2020-02-15T23:14:25,2020-02-15T23:15:27,sample_snr,1.18753
NS.BER.00.HHZ.D,2020-02-15T23:14:25,2020-02-15T23:15:27,sample_snr,1.10058
NS.BER.00.HHE.D,2020-02-18T07:34:37,2020-02-18T07:35:39,sample_snr,0.868865
NS.BER.00.HHN.D,2020-02-18T07:34:37,2020-02-18T07:35:39,sample_snr,1.49525
NS.BER.00.HHZ.D,2020-02-18T07:34:37,2020-02-18T07:35:39,sample_snr,0.531435
NS.BER.00.HHE.D,2020-02-20T19:07:36,2020-02-20T19:08:38,sample_snr,1.30358
NS.BER.00.HHN.D,2020-02-20T19:07:36,2020-02-20T19:08:38,sample_snr,1.16983
NS.BER.00.HHZ.D,2020-02-20T19:07:36,2020-02-20T19:08:38,sample_snr,1.44
NS.BER.00.HHE.D,2020-02-22T20:02:29,2020-02-22T20:03:31,sample_snr,2.19625
NS.BER.00.HHN.D,2020-02-22T20:02:29,2020-02-22T20:03:31,sample_snr,1.77503
NS.BER.00.HHZ.D,2020-02-22T20:02:29,2020-02-22T20:03:31,sample_snr,1.2287
NS.BER.00.HHE.D,2020-02-22T23:27:49,2020-02-22T23:28:51,sample_snr,0.691875
NS.BER.00.HHN.D,2020-02-22T23:27:49,2020-02-22T23:28:51,sample_snr,1.62374
NS.BER.00.HHZ.D,2020-02-22T23:27:49,2020-02-22T23:28:51,sample_snr,0.405455
NS.BER.00.HHE.D,2020-02-23T05:59:03,2020-02-23T06:00:05,sample_snr,0.958733
NS.BER.00.HHN.D,2020-02-23T05:59:03,2020-02-23T06:00:05,sample_snr,1.38404
NS.BER.00.HHZ.D,2020-02-23T05:59:03,2020-02-23T06:00:05,sample_snr,1.24367
NS.BER.00.HHE.D,2020-02-23T16:06:33,2020-02-23T16:07:35,sample_snr,0.614852
NS.BER.00.HHN.D,2020-02-23T16:06:33,2020-02-23T16:07:35,sample_snr,0.872233
NS.BER.00.HHZ.D,2020-02-23T16:06:33,2020-02-23T16:07:35,sample_snr,1.12891
NS.BER.00.HHE.D,2020-02-26T07:47:21,2020-02-26T07:48:23,sample_snr,1.28202
NS.BER.00.HHN.D,2020-02-26T07:47:21,2020-02-26T07:48:23,sample_snr,1.43667
NS.BER.00.HHZ.D,2020-02-26T07:47:21,2020-02-26T07:48:23,sample_snr,1.14285
NS.BER.00.HHE.D,2020-02-27T19:26:07,2020-02-27T19:27:09,sample_snr,0.824986
NS.BER.00.HHN.D,2020-02-27T19:26:07,2020-02-27T19:27:09,sample_snr,0.902477
NS.BER.00.HHZ.D,2020-02-27T19:26:07,2020-02-27T19:27:09,sample_snr,0.686329
NS.BER.00.HHE.D,2020-02-28T07:57:55,2020-02-28T07:58:57,sample_snr,1.14834
NS.BER.00.HHN.D,2020-02-28T07:57:55,2020-02-28T07:58:57,sample_snr,1.15387
NS.BER.00.HHZ.D,2020-02-28T07:57:55,2020-02-28T07:58:57,sample_snr,0.841433
NS.BER.00.HHE.D,2020-03-02T00:41:44,2020-03-02T00:42:46,sample_snr,2.23418
NS.BER.00.HHN.D,2020-03-02T00:41:44,2020-03-02T00:42:46,sample_snr,0.973405
NS.BER.00.HHZ.D,2020-03-02T00:41:44,2020-03-02T00:42:46,sample_snr,1.10344
NS.BER.00.HHE.D,2020-03-05T07:11:12,2020-03-05T07:12:14,sample_snr,1.29289
NS.BER.00.HHN.D,2020-03-05T07:11:12,2020-03-05T07:12:14,sample_snr,0.786808
NS.BER.00.HHZ.D,2020-03-05T07:11:12,2020-03-05T07:12:14,sample_snr,0.985227
NS.BER.00.HHE.D,2020-03-06T10:42:02,2020-03-06T10:43:04,sample_snr,1.13969
NS.BER.00.HHN.D,2020-03-06T10:42:02,2020-03-06T10:43:04,sample_snr,1.70894
NS.BER.00.HHZ.D,2020-03-06T10:42:02,2020-03-06T10:43:04,sample_snr,0.992276
NS.BER.00.HHE.D,2020-03-07T05:59:38,2020-03-07T06:00:40,sample_snr,1.16193
NS.BER.00.HHN.D,2020-03-07T05:59:38,2020-03-07T06:00:40,sample_snr,0.788715
NS.BER.00.HHZ.D,2020-03-07T05:59:38,2020-03-07T06:00:40,sample_snr,1.33309
NS.BER.00.HHE.D,2020-03-09T03:09:59,2020-03-09T03:11:01,sample_snr,1.12549
NS.BER.00.HHN.D,2020-03-09T03:09:59,2020-03-09T03:11:01,sample_snr,1.14924
NS.BER.00.HHZ.D,2020-03-09T03:09:59,2020-03-09T03:11:01,sample_snr,1.27048
NS.BER.00.HHE.D,2020-03-10T11:26:26,2020-03-10T11:27:28,sample_snr,1.51102
NS.BER.00.HHN.D,2020-03-10T11:26:26,2020-03-10T11:27:28,sample_snr,1.11048
NS.BER.00.HHZ.D,2020-03-10T11:26:26,2020-03-10T11:27:28,sample_snr,1.61925
NS.BER.00.HHE.D,2020-03-10T14:19:33,2020-03-10T14:20:35,sample_snr,0.928636
NS.BER.00.HHN.D,2020-03-10T14:19:33,2020-03-10T14:20:35,sample_snr,0.965949
NS.BER.00.HHZ.D,2020-03-10T14:19:33,2020-03-10T14:20:35,sample_snr,0.58248
NS.BER.00.HHE.D,2020-03-12T13:06:33,2020-03-12T13:07:35,sample_snr,1.46819
NS.BER.00.HHN.D,2020-03-12T13:06:33,2020-03-12T13:07:35,sample_snr,1.28891
NS.BER.00.HHZ.D,2020-03-12T13:06:33,2020-03-12T13:07:35,sample_snr,0.827746
NS.BER.00.HHE.D,2020-03-14T10:17:59,2020-03-14T10:19:01,sample_snr,1.26656
NS.BER.00.HHN.D,2020-03-14T10:17:59,2020-03-14T10:19:01,sample_snr,1.01762
NS.BER.00.HHZ.D,2020-03-14T10:17:59,2020-03-14T10:19:01,sample_snr,1.1339
NS.BER.00.HHE.D,2020-03-14T10:22:32,2020-03-14T10:23:34,sample_snr,1.2637
NS.BER.00.HHN.D,2020-03-14T10:22:32,2020-03-14T10:23:34,sample_snr,1.05523
NS.BER.00.HHZ.D,2020-03-14T10:22:32,2020-03-14T10:23:34,sample_snr,1.14472
NS.BER.00.HHE.D,2020-03-17T08:26:23,2020-03-17T08:27:25,sample_snr,1.08597
NS.BER.00.HHN.D,2020-03-17T08:26:23,2020-03-17T08:27:25,sample_snr,1.12952
NS.BER.00.HHZ.D,2020-03-17T08:26:23,2020-03-17T08:27:25,sample_snr,2.04287
NS.BER.00.HHE.D,2020-03-17T16:22:14,2020-03-17T16:23:16,sample_snr,0.894105
NS.BER.00.HHN.D,2020-03-17T16:22:14,2020-03-17T16:23:16,sample_snr,0.572213
NS.BER.00.HHZ.D,2020-03-17T16:22:14,2020-03-17T16:23:16,sample_snr,0.850648
